State,Areaname,2003Rural-urbanContinuumCode,2003UrbanInfluenceCode,2013Rural-urbanContinuumCode,2013UrbanInfluenceCode,"Lessthanahighschooldiploma,1970","Highschooldiplomaonly,1970","Percentofadultswithlessthanahighschooldiploma,1970","Percentofadultswithlessthanahighschooldiploma,2010-2014","Percentofadultswithahighschooldiplomaonly,2010-2014","Percentofadultscompletingsomecollegeorassociate'sdegree,2010-2014","Percentofadultswithabachelor'sdegreeorhigher,2010-2014"
MT,BeaverheadCounty,7,11,7,11,1570,1369,36.8,6.4,31.7,34.7,27.2
MT,BigHornCounty,6,6,6,6,2671,1221,55.6,15.5,32.9,35.8,15.8
MT,BlaineCounty,9,10,9,12,1785,1068,51.2,12.2,30.6,39.9,17.3
MT,BroadwaterCounty,9,10,9,10,569,506,40.2,8.6,39.5,30.6,21.3
MT,CarbonCounty,3,2,3,2,2184,1412,49.5,6.4,30.8,33.6,29.1
MT,CarterCounty,9,12,9,12,456,402,39.7,8.2,38.1,37.3,16.4
MT,CascadeCounty,3,2,3,2,14231,15384,34.7,8.8,30.3,35.4,25.5
MT,ChouteauCounty,8,7,8,7,1396,1364,38.8,8.6,33.2,33.8,24.4
MT,CusterCounty,7,11,7,11,2900,2105,43.8,9.7,29.3,41.5,19.5
MT,DanielsCounty,9,12,9,12,866,675,48,6.3,31.2,41.4,21.2
MT,DawsonCounty,7,11,7,11,2695,1909,47.1,9.3,31,41.4,18.3
MT,DeerLodgeCounty,7,9,7,9,4594,2727,51.3,9.1,36.1,36.2,18.6
MT,FallonCounty,9,12,9,12,1106,632,53,6.9,41.2,35.5,16.4
MT,FergusCounty,7,11,7,11,3031,2483,42.4,5.5,35.4,31.5,27.6
MT,FlatheadCounty,5,8,5,8,9033,7484,42.9,6.4,30.8,34.7,28.1
MT,GallatinCounty,5,8,5,8,4356,4610,29.4,3.6,19.6,30.1,46.7
MT,GarfieldCounty,9,12,9,12,439,318,47.4,8.8,45.1,31.5,14.6
MT,GlacierCounty,7,11,7,11,2611,1616,50,15.7,31.3,34.7,18.3
MT,GoldenValleyCounty,8,7,3,2,222,159,41.7,10.5,41.4,27.4,20.8
MT,GraniteCounty,8,7,8,7,683,669,41.7,11.4,32.6,28.6,27.5
MT,HillCounty,7,8,7,11,3318,3060,39.3,7.8,25.8,42.8,23.5
MT,JeffersonCounty,9,8,9,8,1421,758,53.4,5.2,29.8,31.5,33.5
MT,JudithBasinCounty,8,7,8,7,569,489,36.6,6.2,34.3,27.4,32.1
MT,LakeCounty,6,6,6,6,3433,2812,43.1,9.3,30.7,35.1,24.9
MT,LewisandClarkCounty,5,8,5,8,5397,6612,30.4,5.7,23.4,33.3,37.6
MT,LibertyCounty,9,10,9,12,458,389,39.1,19.8,23,34.8,22.4
MT,LincolnCounty,7,9,7,9,4467,3232,49,11.8,33.6,35.7,18.9
MT,McConeCounty,9,12,9,12,732,535,48,6.7,44.9,30.8,17.5
MT,MadisonCounty,9,10,9,10,1225,953,41.2,5.5,31.7,33.4,29.4
MT,MeagherCounty,9,10,9,10,592,372,50.1,9.3,40,32.2,18.4
MT,MineralCounty,8,7,8,7,651,560,40.8,9.9,46,31.5,12.6
MT,MissoulaCounty,3,2,3,2,8887,9355,31.5,5,22.6,32.2,40.2
MT,MusselshellCounty,8,7,8,7,1200,741,53.6,9.2,38.7,37,15.1
MT,ParkCounty,7,9,7,9,2869,2531,42.6,4.6,31.6,30.5,33.4
MT,PetroleumCounty,9,12,9,12,166,121,43,3.4,45.4,33.2,18
MT,PhillipsCounty,9,12,9,12,1417,945,47.9,8.6,37.7,34,19.8
MT,PonderaCounty,7,11,7,11,1571,1265,44.6,11.7,31.1,35.2,21.9
MT,PowderRiverCounty,9,12,9,12,606,549,42.3,6.3,31.1,42.1,20.5
MT,PowellCounty,7,9,6,6,1699,1402,45.1,10.4,35.4,35.2,18.9
MT,PrairieCounty,9,12,9,12,530,319,52.4,12.5,45.6,27.9,14
MT,RavalliCounty,6,6,6,6,3817,2636,45.6,8.7,34.4,32.8,24.2
MT,RichlandCounty,7,11,7,9,2695,1646,51.2,8.4,36.5,37.8,17.3
MT,RooseveltCounty,7,11,7,9,2705,1519,52.4,16.3,40.1,31,12.6
MT,RosebudCounty,9,12,9,12,1661,952,53.5,12,29.9,35.2,22.9
MT,SandersCounty,8,7,8,7,1994,1322,48.9,12,42,30.5,15.5
MT,SheridanCounty,9,12,9,12,1635,946,49.8,9.3,29.8,39.6,21.3
MT,SilverBowCounty,5,8,5,8,10813,7659,46.4,8.7,37.2,30.6,23.5
MT,StillwaterCounty,8,7,8,7,1212,989,43.7,7.8,36,32.7,23.5
MT,SweetGrassCounty,9,12,9,12,804,622,43.7,6.4,36.5,29.3,27.8
MT,TetonCounty,8,7,8,7,1645,1081,47,8.7,34.5,34.4,22.4
MT,TooleCounty,7,11,7,11,1224,1151,38.2,12.7,35.6,37.3,14.4
MT,TreasureCounty,8,7,8,7,185,242,33.6,10.8,35.4,34.6,19.2
MT,ValleyCounty,7,11,7,11,2647,2108,45.4,8.3,37.3,37.4,17
MT,WheatlandCounty,9,12,9,12,642,512,43.1,18.6,40.8,21.7,18.9
MT,WibauxCounty,9,12,9,12,369,266,46.5,16.5,34.6,30.5,18.4
MT,YellowstoneCounty,3,2,3,2,16099,15335,35.7,7.6,30.8,32.9,28.7
MT,YellowstoneNationalPark,7,9,,,6,14,23.1,,,,
NE,Nebraska,,,,,327773,299440,40.7,9.5,27.8,33.7,29
NE,AdamsCounty,5,8,4,5,6767,6713,39.1,9.1,33.5,35.1,22.3
NE,AntelopeCounty,9,10,9,10,2649,2002,50,8.9,35.7,37.2,18.3
NE,ArthurCounty,9,10,9,10,102,105,38.1,6.2,20.5,41.7,31.6
NE,BannerCounty,9,8,9,8,255,229,39.8,7.6,33.1,45.7,13.6
NE,BlaineCounty,9,12,9,10,169,173,34.6,1.3,42,41,15.7
NE,BooneCounty,9,10,9,10,2301,1709,49.3,7.8,43.6,33.2,15.4
NE,BoxButteCounty,7,11,7,11,2381,2384,40.6,8.5,36.3,39.7,15.5
NE,BoydCounty,9,12,9,12,1237,787,54.4,7.8,42.8,30.8,18.6
NE,BrownCounty,9,12,9,12,1118,842,45.8,11.2,36,33.1,19.6
NE,BuffaloCounty,5,8,4,5,6064,4972,40,7.4,25.6,34.2,32.8
NE,BurtCounty,8,7,8,7,2552,2103,44.8,9.7,35.9,37.9,16.5
NE,ButlerCounty,6,6,6,6,3054,1804,54.4,10.7,39,36.3,14
NE,CassCounty,2,2,2,2,4071,4401,40.4,5.3,32.1,38.1,24.5
NE,CedarCounty,9,10,9,10,3386,2195,53.2,6.9,42.1,34.5,16.5
NE,ChaseCounty,9,12,9,12,1176,918,46.6,10.1,35.7,35.1,19
NE,CherryCounty,7,11,7,11,1817,1465,46,9.2,30.9,39.5,20.4
NE,CheyenneCounty,7,11,7,11,2324,2466,39,6,29.4,40.7,23.8
NE,ClayCounty,9,8,8,7,2272,1844,46.7,12.3,32,38.1,17.5
NE,ColfaxCounty,7,9,7,9,3342,1653,57.8,28.1,32.9,25,14.1
NE,CumingCounty,7,9,7,9,3646,2289,53.7,11.4,37.4,33.1,18.1
NE,CusterCounty,7,9,7,9,3848,3216,44.6,7.8,35.6,36.3,20.3
NE,DakotaCounty,3,2,3,2,3136,2530,46.5,26.7,34.8,26.6,11.9
NE,DawesCounty,7,11,7,11,2011,1477,41.9,5.9,24.4,30.7,39.1
NE,DawsonCounty,7,8,7,8,4841,4313,43.3,23.8,33.5,27.5,15.1
NE,DeuelCounty,9,12,9,12,797,554,46.8,8.4,33.5,39.5,18.5
NE,DixonCounty,3,2,3,2,2081,1570,47.5,13.4,38,31.9,16.6
NE,DodgeCounty,4,5,4,5,8158,7602,42.3,12,38.1,31.3,18.6
NE,DouglasCounty,2,2,2,2,74508,74983,36.9,10.7,21.9,30.7,36.6
NE,DundyCounty,9,12,9,12,901,633,47.4,6.7,33,38.5,21.8
NE,FillmoreCounty,9,12,8,7,2109,2048,42.2,7.1,39.1,34.1,19.7
NE,FranklinCounty,9,10,9,10,1630,1024,53.4,8.3,37.6,36.3,17.8
NE,FrontierCounty,9,10,9,10,1048,889,45.7,5.7,36.4,41,16.9
NE,FurnasCounty,9,12,9,12,2222,1620,49.4,10.1,35.5,36.2,18.1
NE,GageCounty,6,5,6,5,7204,5442,47.5,10.6,34.7,34.3,20.5
NE,GardenCounty,9,12,9,12,801,706,43.5,5.9,35.5,36.6,22
NE,GarfieldCounty,9,12,9,12,805,511,51.8,5.3,44.1,37.8,12.8
NE,GosperCounty,9,8,9,8,611,522,47.5,4.9,38.6,38.5,18
NE,GrantCounty,9,12,9,12,139,215,29.8,4.9,39.5,37,18.6
NE,GreeleyCounty,9,10,8,7,1054,925,46,7.9,41.6,35.4,15.1
NE,HallCounty,5,8,3,2,9379,9306,40,17,31.6,33.6,17.7
NE,HamiltonCounty,7,9,3,2,2012,2096,40.4,5.6,31.6,38,24.8
NE,HarlanCounty,9,10,9,10,1162,1058,42.2,9.3,38.5,37.7,14.5
NE,HayesCounty,9,10,9,10,388,364,42.4,11.8,28.8,40.5,19
NE,HitchcockCounty,9,12,9,12,1144,865,46.2,6.9,35.3,42.5,15.3
NE,HoltCounty,7,11,7,11,3480,2660,48.3,8.3,34.6,36.9,20.1
NE,HookerCounty,9,12,9,12,267,278,41.3,5.8,33.5,37.1,23.6
NE,HowardCounty,9,8,3,2,1829,1290,48.1,8.1,41.7,31.5,18.7
NE,JeffersonCounty,7,9,7,9,3332,2140,51.5,10.5,43,33.4,13.2
NE,JohnsonCounty,8,7,8,7,1840,1171,52.4,12.3,42.6,31.9,13.2
NE,KearneyCounty,7,8,7,8,1562,1572,39.1,8.8,31.2,35.1,24.9
NE,KeithCounty,7,9,7,9,1984,1759,41.3,7.7,31.5,38.8,22
NE,KeyaPahaCounty,9,12,9,12,297,278,41.1,8,44.3,31.8,15.8
NE,KimballCounty,6,6,8,7,1167,1317,36.2,14.6,34.4,35.1,15.9
NE,KnoxCounty,9,10,9,10,3657,2326,53.3,10.2,38.3,32.7,18.9
NE,LancasterCounty,2,2,2,2,23922,32534,28.1,6.6,23,34.2,36.2
NE,LincolnCounty,5,8,5,8,6477,6763,39.6,8.5,32.8,38.8,19.9
NE,LoganCounty,9,8,9,8,315,213,52.2,8.1,30.2,41.3,20.4
NE,LoupCounty,9,12,9,12,285,181,52.2,6.2,41.7,37.7,14.4
NE,McPhersonCounty,9,8,9,8,162,99,50,4.3,32.1,38,25.6
NE,MadisonCounty,5,8,5,8,7096,5223,45.8,12,28.1,38.6,21.3
NE,MerrickCounty,7,8,3,2,2248,1806,45.6,8.7,36.5,38.8,16
NE,MorrillCounty,9,10,9,10,1780,1121,51.4,12.7,33.1,37.3,17
NE,NanceCounty,9,10,8,7,1726,948,55,11.7,36.4,37.4,14.4
NE,NemahaCounty,7,11,7,11,2057,1887,40.5,6.5,35.1,31.3,27.1
NE,NuckollsCounty,9,10,9,12,2150,1820,47.6,6.5,43.8,33.5,16.1
NE,OtoeCounty,6,6,6,6,4457,3579,47.1,8.4,38.1,31.4,22
NE,PawneeCounty,9,10,9,10,1349,1167,46.2,11.9,45,28.6,14.5
NE,PerkinsCounty,9,10,9,10,960,757,45.5,8.2,30.7,40.4,20.7
NE,PhelpsCounty,7,9,7,9,2212,2259,38.9,5.8,31.5,38.9,23.8
NE,PierceCounty,9,8,9,8,2590,1649,52.7,5.8,38.4,35.3,20.4
NE,PlatteCounty,5,8,5,8,6102,5498,44.1,11,31.6,36.8,20.6
NE,PolkCounty,9,10,9,10,1734,1647,43.2,6.9,33.9,39.7,19.5
NE,RedWillowCounty,7,11,7,11,2857,2536,41,6.5,35.8,38.2,19.6
NE,RichardsonCounty,7,11,7,11,3815,2695,49.1,8,40.7,29.6,21.7
NE,RockCounty,9,12,9,12,714,454,51,7.6,40.8,31.5,20.1
NE,SalineCounty,6,6,6,6,3663,2824,47.7,17.1,34.4,34.2,14.3
NE,SarpyCounty,2,2,2,2,7413,12217,26.3,4.8,22.8,35.7,36.6
NE,SaundersCounty,2,2,2,2,4650,3549,47.7,6.9,33.1,35.4,24.5
NE,ScottsBluffCounty,5,8,5,8,8452,6279,44.3,12.6,30.5,35.7,21.2
NE,SewardCounty,2,2,2,2,3516,2716,46.7,7.7,29.8,35.8,26.8
NE,SheridanCounty,9,12,9,12,2006,1482,46.5,11.2,31.7,33,24.1
NE,ShermanCounty,9,10,8,7,1594,799,57.8,10.7,42.5,32.3,14.5
NE,SiouxCounty,9,10,9,8,558,416,47,9,30.9,35,25.1
NE,StantonCounty,9,8,9,8,1780,1002,55.1,7,33.9,39.7,19.4
NE,ThayerCounty,9,12,9,12,2434,1716,49.6,8.6,37.9,35.6,17.8
NE,ThomasCounty,9,10,9,10,242,145,46.4,6.4,28.5,40.8,24.2
NE,ThurstonCounty,8,7,8,7,2005,1101,54.9,12.9,33.1,38.4,15.6
NE,ValleyCounty,9,12,9,12,1848,1264,51.8,6.9,42.9,32.8,17.4
NE,WashingtonCounty,2,2,2,2,3068,2965,42.3,3.8,32.7,33.7,29.8
NE,WayneCounty,6,6,6,6,2243,1378,45.6,6.8,22.1,34.7,36.4
NE,WebsterCounty,9,10,9,10,1696,1234,49.7,9.8,35,36.7,18.5
NE,WheelerCounty,9,12,9,12,305,214,52.4,6.2,41.2,34,18.6
NE,YorkCounty,7,11,6,6,3205,2989,41,6.5,34.3,35.1,24.1
NV,Nevada,,,,,92220,103235,34.8,15.1,28.7,33.7,22.5
NV,ChurchillCounty,6,5,6,5,2282,2192,41.4,12.3,33.6,39.6,14.4
NV,ClarkCounty,1,1,1,1,50444,58033,34.8,15.8,29.1,32.9,22.2
NV,DouglasCounty,4,5,4,3,1254,1816,29.8,7,25.9,41.4,25.6
NV,ElkoCounty,5,8,5,8,3197,2668,42.3,16.8,28,37.7,17.5
NV,EsmeraldaCounty,9,10,9,10,198,58,61.9,14.6,41.5,30.6,13.3
NV,EurekaCounty,9,8,9,8,225,220,39.9,11.3,31.5,34.3,22.9
NV,HumboldtCounty,7,11,7,8,1799,1192,48.9,16.5,37.1,34,12.4
NV,LanderCounty,7,9,7,9,523,535,37.3,19.1,36.7,34.3,9.8
NV,LincolnCounty,8,4,8,4,575,472,42.6,13,35.9,36,15.1
NV,LyonCounty,6,6,4,5,1963,1732,43.6,15.7,29.9,38.5,15.9
NV,MineralCounty,7,9,7,11,1602,1439,44,13.7,34.7,40.8,10.8
NV,NyeCounty,6,3,4,3,1299,1142,40.6,16.5,34.3,35.8,13.4
NV,PershingCounty,8,7,9,10,680,541,42.9,21.4,35.1,31.6,11.8
NV,StoreyCounty,2,2,2,2,157,151,38.7,7.2,30.2,41.9,20.7
NV,WashoeCounty,2,2,2,2,21357,25559,31.3,13.2,24.7,34.2,27.9
NV,WhitePineCounty,7,9,7,11,2394,1923,45.5,14.9,34,35.6,15.5
NV,CarsonCity,3,2,3,2,2271,3562,26.1,13.2,29.7,36.8,20.4
NH,NewHampshire,,,,,168709,136982,42.4,8,29.1,28.6,34.4
NH,BelknapCounty,4,3,4,3,8154,6180,44.2,8.8,30.4,31.5,29.2
NH,CarrollCounty,8,4,6,4,4074,3894,36.8,7,30.3,30.5,32.2
NH,CheshireCounty,4,5,4,5,12161,10126,43,8.3,34,26.8,30.8
NH,CoosCounty,7,8,7,8,10610,6431,54.7,13.4,39.1,29.7,17.8
NH,GraftonCounty,5,8,5,8,11303,9651,39.2,8.7,28.5,25.3,37.5
NH,HillsboroughCounty,2,2,2,2,53794,38909,44.8,9.1,27.5,28,35.5
NH,MerrimackCounty,4,5,4,3,18162,16279,40,7.6,29.2,29.5,33.7
NH,RockinghamCounty,1,1,1,1,25312,28234,34.6,5.5,27.4,29.1,38
NH,StraffordCounty,1,1,1,1,16660,11499,46.8,8.2,28.7,29.8,33.2
NH,SullivanCounty,7,9,7,8,8479,5779,48.5,9.8,37.1,25.7,27.4
NJ,NewJersey,,,,,1925498,1292000,47.5,11.6,28.8,23.2,36.4
NJ,AtlanticCounty,2,2,2,2,59066,32980,55.6,15.3,33.4,27,24.4
NJ,BergenCounty,1,1,1,1,211120,177401,39.9,8.5,25,20.4,46.1
NJ,BurlingtonCounty,1,1,1,1,63249,58134,40.4,7.6,29.8,27.2,35.3
NJ,CamdenCounty,1,1,1,1,127937,79290,50.9,12.4,31.7,26.3,29.7
NJ,CapeMayCounty,3,2,3,2,20540,11398,54.8,10.9,35.1,24.8,29.2
NJ,CumberlandCounty,3,2,3,2,40114,18798,60,23.4,39.2,23.6,13.8
NJ,EssexCounty,1,1,1,1,270323,153515,50.7,16.2,28.8,22.7,32.3
NJ,GloucesterCounty,1,1,1,1,46703,30494,51.3,8.6,34.5,28.3,28.7
NJ,HudsonCounty,1,1,1,1,231977,93181,63.7,17.5,26.3,19.4,36.8
NJ,HunterdonCounty,1,1,1,1,17043,13662,43.4,5.7,22.7,23.4,48.3
NJ,MercerCounty,2,2,2,2,81073,50932,47.2,12.7,25.6,21.9,39.8
NJ,MiddlesexCounty,1,1,1,1,140034,110826,45,11.2,26.4,21.7,40.7
NJ,MonmouthCounty,1,1,1,1,99109,85813,39.9,7.4,25.8,24.8,42
NJ,MorrisCounty,1,1,1,1,69049,72674,33,6.4,22.8,20.3,50.6
NJ,OceanCounty,1,1,1,1,62302,41261,50.8,9.8,36.7,27.2,26.3
NJ,PassaicCounty,1,1,1,1,148632,75412,55.9,17.5,34.6,21.6,26.2
NJ,SalemCounty,1,1,1,1,18392,10904,55.2,14.2,38.1,27.3,20.4
NJ,SomersetCounty,1,1,1,1,40276,36914,36.7,6.5,21.7,19.7,52
NJ,SussexCounty,1,1,1,1,18179,15494,42.7,6.5,30.9,29.5,33.1
NJ,UnionCounty,1,1,1,1,138789,108449,43,14.6,29.7,23.4,32.3
NJ,WarrenCounty,2,2,2,2,21591,14468,51.5,9.9,35,25.6,29.5
NM,NewMexico,,,,,219208,146711,44.8,16,26.3,31.6,26.1
NM,BernalilloCounty,2,2,2,2,52357,51875,33.8,12.2,23.6,31.8,32.3
NM,CatronCounty,9,12,9,10,726,336,56.9,9.1,33,37.2,20.7
NM,ChavesCounty,5,8,5,8,10355,6132,47,21.9,26.4,33.2,18.4
NM,CibolaCounty,6,5,6,5,,,,19.5,36.4,32.5,11.7
NM,ColfaxCounty,7,11,7,11,3499,2137,53.2,13.1,33.3,33.1,20.6
NM,CurryCounty,5,8,5,8,7735,6691,42.1,17.9,25.5,36.1,20.4
NM,DeBacaCounty,9,10,9,12,979,374,63.2,17.9,35.7,34.8,11.6
NM,DonaAnaCounty,3,2,3,2,13849,7546,45.8,22,21.8,28.7,27.4
NM,EddyCounty,5,8,5,8,11076,6263,51.5,18,33.9,31.3,16.8
NM,GrantCounty,7,8,7,8,5586,2787,51.5,14.8,27.4,32.2,25.6
NM,GuadalupeCounty,7,9,7,9,1521,576,65.1,24.8,39.9,22.5,12.8
NM,HardingCounty,9,10,9,12,434,203,59,10.8,44.1,21.2,23.9
NM,HidalgoCounty,7,9,9,9,1442,610,61,23.2,30.5,30.6,15.6
NM,LeaCounty,5,8,5,8,12721,7765,49.9,28.6,29.6,29.2,12.6
NM,LincolnCounty,7,9,7,9,2118,1375,48.5,13.4,26.7,33.8,26.1
NM,LosAlamosCounty,6,5,6,5,942,2460,11.8,2.8,11,22.2,64
NM,LunaCounty,6,5,6,5,3633,1507,59.9,30.5,32.5,23.1,13.9
NM,McKinleyCounty,4,5,5,8,10708,4185,60.3,27.2,32.8,28.6,11.4
NM,MoraCounty,8,7,9,10,1643,373,74.5,19.8,40.6,31.7,8
NM,OteroCounty,4,5,4,5,6407,7080,35,15.5,30.1,37.2,17.2
NM,QuayCounty,7,9,7,11,3308,1685,54.7,18.6,35.9,31.7,13.8
NM,RioArribaCounty,6,5,4,5,7281,2710,64.9,20.8,31.2,32.5,15.5
NM,RooseveltCounty,7,8,7,8,3740,1937,48.7,19.4,25.4,32.4,22.8
NM,SandovalCounty,2,2,2,2,4755,1849,60.6,9.1,26.4,35.8,28.6
NM,SanJuanCounty,3,2,3,2,11509,7026,49.1,17.6,32.2,34.9,15.2
NM,SanMiguelCounty,6,5,6,5,6460,1781,63.2,17.7,29.9,32.5,19.9
NM,SantaFeCounty,3,2,3,2,10575,8222,39.5,12.4,21.2,26.5,39.9
NM,SierraCounty,6,6,6,6,2974,950,63.2,15.3,35.5,30.3,18.9
NM,SocorroCounty,6,6,6,6,2488,1277,54.8,22.2,33.6,25.1,19.2
NM,TaosCounty,7,8,7,8,5137,1861,61.3,13.4,24.2,33.5,28.9
NM,TorranceCounty,2,2,2,2,1732,645,61.4,17.2,33.2,33.5,16.2
NM,UnionCounty,9,11,9,11,1420,878,49.9,19.7,35.9,25.4,19
NM,ValenciaCounty,2,2,2,2,10098,5615,55.2,19.4,30.7,33.4,16.5
NY,NewYork,,,,,4932459,3249934,47.3,14.6,26.9,24.8,33.7
NY,AlbanyCounty,2,2,2,2,70521,52113,43.6,7.5,26.5,27.2,38.7
NY,AlleganyCounty,7,9,7,9,9685,7552,42.2,11.9,40.1,28.9,19.1
NY,BronxCounty,1,1,1,1,505578,232214,60.3,29.8,27.7,24.2,18.3
NY,BroomeCounty,2,2,2,2,49881,45991,40.5,10.5,33,30.3,26.2
NY,CattaraugusCounty,4,3,4,3,20787,14711,47.7,11.8,41.2,29.1,18
NY,CayugaCounty,4,5,4,5,20246,14032,48.3,12.9,34.8,32.1,20.2
NY,ChautauquaCounty,4,3,4,3,38681,28701,46.9,12,35.4,31.5,21.1
NY,ChemungCounty,3,2,3,2,22497,21026,41.2,10.6,35.4,31.1,22.9
NY,ChenangoCounty,6,6,6,6,11566,8737,46.2,13.6,39.4,29.7,17.2
NY,ClintonCounty,5,8,5,8,17406,10978,49.7,14.7,35.5,27.4,22.4
NY,ColumbiaCounty,6,5,6,3,14920,9846,49.7,12.1,30.6,28.8,28.5
NY,CortlandCounty,4,5,4,5,10158,7878,43.9,9.9,36.5,30.9,22.7
NY,DelawareCounty,6,6,6,6,11271,8544,45.1,12.5,38.6,28.4,20.5
NY,DutchessCounty,2,2,1,1,52120,39264,42,10.4,26.7,29.5,33.4
NY,ErieCounty,1,1,1,1,304365,188185,49.6,9.8,28.4,30.6,31.2
NY,EssexCounty,6,6,6,6,9546,6264,49.5,12,33.6,30.6,23.8
NY,FranklinCounty,5,8,7,8,12512,6448,55.3,15.2,36.6,30.4,17.7
NY,FultonCounty,4,5,4,5,16860,9250,55.1,14.2,38.4,31.6,15.7
NY,GeneseeCounty,4,3,4,3,13951,11603,44.2,9.2,37.7,32.9,20.2
NY,GreeneCounty,6,6,6,6,9893,6640,50.3,13.1,37.2,29.5,20.1
NY,HamiltonCounty,8,7,8,7,1481,855,51.9,10.1,32.4,33.8,23.8
NY,HerkimerCounty,2,2,2,2,20057,12482,52.3,11.1,34.4,33.1,21.3
NY,JeffersonCounty,4,5,3,2,22290,16918,46.6,11.2,34.1,34.1,20.5
NY,KingsCounty,1,1,1,1,877093,417452,58.8,21.1,26.9,20.4,31.6
NY,LewisCounty,6,6,6,6,6435,3835,53.5,11.9,45.6,28.3,14.2
NY,LivingstonCounty,1,1,1,1,13241,8564,47.8,11.1,34.7,30.2,23.9
NY,MadisonCounty,2,2,2,2,13662,10260,44.4,9.6,33.4,29.8,27.2
NY,MonroeCounty,1,1,1,1,162315,120767,42.2,10.1,24.8,29.1,35.9
NY,MontgomeryCounty,4,5,4,5,18637,10728,55.1,17.1,35.9,30.6,16.3
NY,NassauCounty,1,1,1,1,271540,288928,34.2,9.7,24.3,23.8,42.3
NY,NewYorkCounty,1,1,1,1,468098,241162,45.4,13.7,12.8,14.2,59.3
NY,NiagaraCounty,1,1,1,1,63193,43454,49.5,9.7,35.6,31.8,22.9
NY,OneidaCounty,2,2,2,2,74294,47480,49.6,12.5,32.9,31.5,23.1
NY,OnondagaCounty,2,2,2,2,99479,86566,39.9,9.9,26.7,29.9,33.5
NY,OntarioCounty,1,1,1,1,17791,15013,41.8,8.5,28.7,31.2,31.6
NY,OrangeCounty,2,2,1,1,54856,41651,45.4,11.9,29.4,30,28.6
NY,OrleansCounty,1,1,1,1,10936,6065,54.7,14.2,40.5,29.1,16.2
NY,OswegoCounty,2,2,2,2,26475,16076,52.5,13.8,40.2,28.3,17.7
NY,OtsegoCounty,6,5,7,8,13056,9654,44,10.6,34.1,28.1,27.2
NY,PutnamCounty,1,1,1,1,9983,12230,32.9,7.8,26.5,27.5,38.2
NY,QueensCounty,1,1,1,1,607049,403384,48.4,19.6,27.3,22.9,30.2
NY,RensselaerCounty,2,2,2,2,40946,26186,49.8,9.3,29.7,32.5,28.5
NY,RichmondCounty,1,1,1,1,77020,56552,47.7,11.8,31.9,25.8,30.6
NY,RocklandCounty,1,1,1,1,43642,40528,36.1,12.7,22.9,23.7,40.7
NY,St.LawrenceCounty,5,8,4,5,26897,16413,48.9,12.9,35.9,29.6,21.6
NY,SaratogaCounty,2,2,2,2,27105,21919,42.7,6.2,25.7,30.1,38
NY,SchenectadyCounty,2,2,2,2,37374,33680,39.9,9.7,31,29.6,29.8
NY,SchoharieCounty,2,2,2,2,6399,4470,48.4,11.9,38.7,30.3,19.1
NY,SchuylerCounty,6,7,6,7,4248,3290,47.2,11.3,38.7,32,18
NY,SenecaCounty,6,3,6,3,10043,6676,49.8,14.6,33.8,32,19.6
NY,SteubenCounty,4,5,4,3,24707,18544,45.5,11.2,36.9,31.1,20.8
NY,SuffolkCounty,1,1,1,1,238771,212082,41,10.2,29.7,26.6,33.5
NY,SullivanCounty,4,6,4,4,15264,9692,49.7,15.2,33.5,30.2,21.1
NY,TiogaCounty,2,2,2,2,9158,9289,38.5,9.7,35.8,30.7,23.8
NY,TompkinsCounty,3,2,3,2,10022,10859,28.6,6.4,19.4,23.8,50.3
NY,UlsterCounty,3,2,3,2,35378,24557,45.5,10.9,29.4,29.5,30.1
NY,WarrenCounty,3,2,3,2,11620,9121,43.1,9.3,33.3,29.2,28.3
NY,WashingtonCounty,3,2,3,2,13815,9181,49.5,12.1,42.3,27.2,18.5
NY,WayneCounty,1,1,1,1,22169,13645,51.9,10.7,36.8,31.2,21.3
NY,WestchesterCounty,1,1,1,1,188188,169437,35.5,12.4,20.9,20.7,46
NY,WyomingCounty,6,4,6,4,10377,6839,50.2,13.2,40,32.1,14.7
NY,YatesCounty,6,4,1,1,4911,3473,46,13.7,35.6,26.5,24.3
NC,NorthCarolina,,,,,1628322,572928,61.5,14.6,26.9,30.8,27.8
NC,AlamanceCounty,3,2,3,2,32349,11328,61.4,17.4,28.8,32.8,21
NC,AlexanderCounty,2,2,2,2,7740,1994,73.9,19.3,39.5,28.2,13
NC,AlleghanyCounty,9,10,9,10,3507,927,71.9,20.4,33.7,28.5,17.4
NC,AnsonCounty,1,1,6,4,8632,2645,69.8,21.7,41.3,26.2,10.7
NC,AsheCounty,9,10,7,10,8321,2106,74.2,19.3,31,31.1,18.6
NC,AveryCounty,8,7,8,7,4610,1264,68.7,19.1,29.5,31.3,20.1
NC,BeaufortCounty,6,5,6,5,12804,4451,65.2,18.6,31.4,32.2,17.8
NC,BertieCounty,9,12,7,11,8053,1488,76,25.1,38.1,25.7,11.1
NC,BladenCounty,6,6,6,6,9724,2543,72.3,22.6,32.6,33.3,11.5
NC,BrunswickCounty,2,2,2,2,8842,2627,70.5,13.6,27.9,33.1,25.4
NC,BuncombeCounty,2,2,2,2,45368,21704,53.3,10,25.2,29.7,35.1
NC,BurkeCounty,2,2,2,2,22570,6645,67.6,22.5,29.7,30.4,17.4
NC,CabarrusCounty,1,1,1,1,29176,7380,69.7,12.6,27.6,33.6,26.2
