State,Areaname,2003Rural-urbanContinuumCode,2003UrbanInfluenceCode,2013Rural-urbanContinuumCode,2013UrbanInfluenceCode,"Lessthanahighschooldiploma,1970","Highschooldiplomaonly,1970","Percentofadultswithlessthanahighschooldiploma,1970","Percentofadultswithlessthanahighschooldiploma,2010-2014","Percentofadultswithahighschooldiplomaonly,2010-2014","Percentofadultscompletingsomecollegeorassociate'sdegree,2010-2014","Percentofadultswithabachelor'sdegreeorhigher,2010-2014"
KY,MadisonCounty,4,5,4,5,11605,3928,59.4,14.4,29.3,27.7,28.6
KY,MagoffinCounty,9,12,9,12,4197,604,82.5,32.1,38,21.5,8.5
KY,MarionCounty,6,4,7,9,5517,1722,68.9,18.5,44.1,24.3,13
KY,MarshallCounty,7,9,7,9,7327,3325,60.5,13.9,39.4,30.3,16.4
KY,MartinCounty,8,7,9,12,3780,319,86.1,27.3,36.6,28.8,7.3
KY,MasonCounty,6,3,6,3,6226,2687,62.6,18.9,39.1,27.6,14.4
KY,MeadeCounty,1,1,3,2,4103,2527,48.4,13.7,38.4,34.5,13.4
KY,MenifeeCounty,9,8,9,8,1748,227,84.2,28.6,36.7,22.8,11.9
KY,MercerCounty,6,6,6,6,5628,2523,60.1,16.2,39.1,26.5,18.3
KY,MetcalfeCounty,9,8,9,8,3995,493,82.7,26.3,40.6,21.9,11.1
KY,MonroeCounty,9,9,8,7,5318,959,79.6,24.4,43.6,20.4,11.7
KY,MontgomeryCounty,6,5,6,5,5431,1807,65.9,19.7,38.2,24.8,17.3
KY,MorganCounty,7,9,9,11,4336,581,79.5,28.3,35.9,23.2,12.6
KY,MuhlenbergCounty,6,5,6,6,11111,3643,69.2,22.5,41.4,26.6,9.6
KY,NelsonCounty,1,1,6,3,6897,2657,62.2,13.4,41.8,28.6,16.2
KY,NicholasCounty,8,7,8,7,2668,842,71.3,19.2,39.1,27.9,13.7
KY,OhioCounty,6,6,6,6,7835,2275,71.7,22.6,43.6,25.6,8.2
KY,OldhamCounty,1,1,1,1,4488,2050,57.6,8.1,23,29,39.8
KY,OwenCounty,8,4,8,4,3163,1067,68.8,14.3,46.6,25.2,14
KY,OwsleyCounty,9,12,9,12,2341,155,87.4,36.8,33.2,14.5,15.5
KY,PendletonCounty,1,1,1,1,3638,1473,65.9,16.4,45.6,25.3,12.6
KY,PerryCounty,7,11,7,11,9814,1872,75.8,30,32.9,24.1,13
KY,PikeCounty,7,11,7,11,23829,4560,76.6,28.3,36.3,22.9,12.5
KY,PowellCounty,6,6,6,6,3042,590,78.1,26.4,39.9,20.1,13.6
KY,PulaskiCounty,5,8,5,8,14264,3738,71.2,19.9,40.7,24.9,14.5
KY,RobertsonCounty,8,4,8,4,993,250,73,28.8,34.1,22.2,14.9
KY,RockcastleCounty,7,8,7,8,5209,826,80.3,23.1,42.5,23.3,11.1
KY,RowanCounty,7,9,7,9,4490,1051,65,19.9,29.2,25.4,25.5
KY,RussellCounty,9,10,9,10,4806,719,78,27.7,35.7,24.6,12
KY,ScottCounty,2,2,2,2,5316,2512,57.4,12.1,31,28.9,28
KY,ShelbyCounty,1,1,1,1,6519,3015,59.9,14.8,31.7,29.8,23.7
KY,SimpsonCounty,6,6,6,4,4722,1715,64,15.3,43.2,27.7,13.8
KY,SpencerCounty,1,1,1,1,2189,579,74.9,11.8,36.7,34.2,17.4
KY,TaylorCounty,7,8,7,8,6608,1688,69.2,18.4,41.4,25.2,15
KY,ToddCounty,8,7,8,7,4322,1261,69.4,22.3,41.6,25.9,10.2
KY,TriggCounty,3,2,2,2,3557,1000,71.4,17.2,30.5,34.7,17.6
KY,TrimbleCounty,1,1,1,1,1929,786,66.6,15.2,44.8,26.6,13.5
KY,UnionCounty,6,6,6,6,4348,2322,56.6,17.2,40.1,31.9,10.9
KY,WarrenCounty,3,2,3,2,15309,6629,54.4,13.1,31.3,28.4,27.3
KY,WashingtonCounty,8,4,9,9,3768,1296,65.8,18.1,42,24.9,15
KY,WayneCounty,7,9,7,9,6393,1015,81.8,32.4,37.3,20.2,10
KY,WebsterCounty,2,2,8,6,5641,1886,69.8,22.2,42.5,27.4,7.9
KY,WhitleyCounty,7,8,7,8,9846,2145,73.1,25.4,37.9,22.2,14.5
KY,WolfeCounty,9,12,9,12,2497,262,83.4,36,37,16.3,10.7
KY,WoodfordCounty,2,2,2,2,4187,2041,54,11.7,30.3,25.6,32.4
LA,Lousiana,,,,,1046551,446400,57.8,17.2,33.9,26.8,22.1
LA,AcadiaParish,4,5,2,2,18598,5066,71.1,27.5,38.8,23.7,9.9
LA,AllenParish,6,6,6,6,7548,2228,70.9,22.4,41.2,24.9,11.5
LA,AscensionParish,2,2,2,2,10695,4769,62.2,11.3,35.1,27.8,25.8
LA,AssumptionParish,6,5,6,4,6924,1362,77.4,28,39.1,22.3,10.7
LA,AvoyellesParish,6,6,6,6,14474,3522,73.6,29.3,40,21.3,9.3
LA,BeauregardParish,6,5,6,5,6546,3499,55.7,15.9,42.7,26.6,14.9
LA,BienvilleParish,6,6,6,6,6364,1463,72.3,20.3,41.3,26.4,12
LA,BossierParish,2,2,2,2,13479,11106,44.5,12.2,30.7,32.1,25.1
LA,CaddoParish,2,2,2,2,61574,32526,50.2,14.3,33.2,29.1,23.5
LA,CalcasieuParish,3,2,3,2,36933,21227,51.7,14.9,35.7,29.1,20.3
LA,CaldwellParish,8,7,8,7,3439,1113,67.3,26.7,43.4,20.1,9.8
LA,CameronParish,3,2,3,2,2775,1022,67.6,18.3,40.5,25.5,15.7
LA,CatahoulaParish,9,10,9,10,4214,1214,69.6,27.2,41.8,19.4,11.6
LA,ClaiborneParish,7,9,6,6,7185,1176,74,23.7,40,23.4,13
LA,ConcordiaParish,7,8,7,8,6991,2650,65.1,24.7,40,24.8,10.5
LA,DeSotoParish,2,2,2,2,8390,2547,68.1,20.7,40.1,27.2,12
LA,EastBatonRougeParish,2,2,2,2,55618,39349,40.9,11.2,26.2,28.5,34.1
LA,EastCarrollParish,7,9,7,11,4348,867,74,32.3,38.9,19.4,9.4
LA,EastFelicianaParish,2,2,2,2,7066,1896,71.8,18.6,43,25.6,12.9
LA,EvangelineParish,6,6,6,6,12299,2791,76,31.8,34.8,20.8,12.6
LA,FranklinParish,7,11,7,11,8440,2365,69.5,27.3,38.2,22.5,12
LA,GrantParish,3,2,3,2,5020,1676,65.8,21.6,42.4,26.6,9.4
LA,IberiaParish,4,5,2,2,18114,6056,66.2,23,40.3,22.4,14.3
LA,IbervilleParish,2,2,2,2,10737,2636,72.9,23.3,38.4,25.6,12.7
LA,JacksonParish,6,5,6,6,6034,1789,67.2,18.6,42.7,25.4,13.3
LA,JeffersonParish,1,1,1,1,79356,51161,47.4,16,31.5,28.7,23.8
LA,JeffersonDavisParish,6,5,6,6,9487,3547,64.6,21.1,40.5,24.1,14.3
LA,LafayetteParish,3,2,2,2,25950,11698,51.7,14.3,28.9,27.8,29
LA,LafourcheParish,3,2,3,2,21438,6471,68.7,25.8,39.8,19.4,15.1
LA,LaSalleParish,6,6,6,6,4793,1940,63.8,20.4,42.6,23.9,13
LA,LincolnParish,4,5,4,5,7210,2779,49.5,15,27,23.4,34.6
LA,LivingstonParish,2,2,2,2,10697,4936,60.6,16,40.2,26.5,17.3
LA,MadisonParish,7,8,7,9,5376,1102,73.8,26,35.7,26.9,11.4
LA,MorehouseParish,6,5,6,5,11232,3255,68.6,23,41.4,22.3,13.3
LA,NatchitochesParish,6,5,6,5,10877,2926,64.4,18.8,36.1,24.5,20.6
LA,OrleansParish,1,1,1,1,184145,72767,57.7,15.2,24,26.4,34.4
LA,OuachitaParish,3,2,3,2,30056,14864,52.2,15.8,33.6,27.8,22.8
LA,PlaqueminesParish,1,1,1,1,7402,2881,64.3,20.3,37,27.2,15.4
LA,PointeCoupeeParish,2,2,2,2,7866,1867,74.4,18.4,43.6,25.4,12.6
LA,RapidesParish,3,2,3,2,33373,15928,55.3,16.6,36.1,29.1,18.2
LA,RedRiverParish,6,7,8,7,3565,852,73.2,24.1,44.3,20.4,11.2
LA,RichlandParish,6,6,6,6,7754,2028,70.1,21.2,39.2,24.9,14.7
LA,SabineParish,6,6,6,6,6419,2771,63.5,18.4,41.2,26.7,13.8
LA,St.BernardParish,1,1,1,1,14364,8087,57.5,18.1,42.5,26.9,12.5
LA,St.CharlesParish,1,1,1,1,7548,3996,56.7,13.4,36.7,29.8,20.1
LA,St.HelenaParish,2,2,2,2,3218,767,71.3,18.1,46.4,26.7,8.9
LA,St.JamesParish,6,4,1,1,5408,2205,63.8,16.2,44.2,26.2,13.4
LA,St.JohntheBaptistParish,1,1,1,1,6627,3205,61.6,19,37.1,28.7,15.2
LA,St.LandryParish,4,5,4,5,28063,6626,73.1,23.3,44.1,19.6,13.1
LA,St.MartinParish,3,2,2,2,11503,2287,77.5,22.8,41.9,21.3,13.9
LA,St.MaryParish,4,5,4,5,17332,6853,62.7,26.3,41.6,21,11.1
LA,St.TammanyParish,1,1,1,1,16175,8762,50.9,11.8,27,30.8,30.4
LA,TangipahoaParish,4,3,3,2,20503,6519,65.8,19.9,35.2,25.6,19.3
LA,TensasParish,9,10,9,10,3588,711,74.1,23.9,44.2,22.1,9.8
LA,TerrebonneParish,3,2,3,2,21642,7994,64.4,24.4,39.6,23.1,12.9
LA,UnionParish,3,2,3,2,7053,2058,69.6,17.4,43.8,27.3,11.6
LA,VermilionParish,4,5,2,2,16252,4169,72.4,23.7,41.7,21.6,13
LA,VernonParish,4,5,5,8,8254,5411,51.5,12.8,36,32.5,18.7
LA,WashingtonParish,6,3,6,3,13598,5622,61.8,23.8,40.5,24.7,11
LA,WebsterParish,6,5,2,2,13640,5501,61.5,21,40.1,24.5,14.4
LA,WestBatonRougeParish,2,2,2,2,4883,1862,63.6,15.7,40,26.4,18
LA,WestCarrollParish,9,10,9,10,5081,1290,72.5,28,43.6,18.3,10.1
LA,WestFelicianaParish,2,2,2,2,4648,1103,75.4,24.1,36,20.7,19.1
LA,WinnParish,6,6,6,6,6370,1684,70.4,23.3,40.3,24.1,12.3
ME,Maine,,,,,243532,188886,45.3,8.7,33.5,29.4,28.4
ME,AndroscogginCounty,3,2,3,2,27599,14809,55.4,11.4,37.9,30.7,19.9
ME,AroostookCounty,7,11,7,11,23961,13977,52.8,13.7,38.8,30.5,17
ME,CumberlandCounty,2,2,2,2,37859,40752,35.9,6.2,23.9,27.9,42
ME,FranklinCounty,6,6,6,6,5013,4329,42.8,8.1,38,29.3,24.5
ME,HancockCounty,6,6,6,6,8226,7803,41.1,6.6,33.3,27.5,32.6
ME,KennebecCounty,4,5,4,5,23395,18165,44.7,9.1,35.9,31.1,23.9
ME,KnoxCounty,7,8,7,11,7709,6027,44.7,6.7,35.5,27.1,30.7
ME,LincolnCounty,8,7,8,7,4844,4650,39.3,7.3,32,28.4,32.3
ME,OxfordCounty,6,6,6,6,10986,9161,45.6,10.1,44.7,26.4,18.8
ME,PenobscotCounty,3,2,3,2,27021,22855,42.4,9.3,35.6,30.9,24.2
ME,PiscataquisCounty,8,6,8,6,4478,3428,47.5,11,40.3,30.5,18.2
ME,SagadahocCounty,2,2,2,2,5736,4766,44.3,6.1,31.7,29.9,32.3
ME,SomersetCounty,6,6,6,6,11948,7490,53.4,12.6,42,29.8,15.7
ME,WaldoCounty,6,6,6,6,6092,4483,48.3,8.1,35.3,27.7,29
ME,WashingtonCounty,7,11,7,11,9413,5700,54.2,12.5,38.3,29,20.2
ME,YorkCounty,2,2,2,2,29252,20491,48.1,8,32.4,30.5,29.1
MD,Maryland,,,,,992786,593295,47.7,11,25.7,26,37.3
MD,AlleganyCounty,3,2,3,2,25189,17119,51.3,12.6,42.3,28.1,17
MD,AnneArundelCounty,1,1,1,1,67666,48630,44.9,8.9,25.1,28.4,37.6
MD,BaltimoreCounty,1,1,1,1,162356,104815,47.2,9.8,27.3,26.9,36
MD,CalvertCounty,1,1,1,1,6153,2768,60,7.5,31.5,31.8,29.3
MD,CarolineCounty,6,4,6,4,7754,2323,68.8,16.9,43.1,26.1,13.9
MD,CarrollCounty,1,1,1,1,24810,8955,63.9,7.7,31.2,28.4,32.7
MD,CecilCounty,1,1,1,1,15392,7445,58.8,12.6,36.7,28.9,21.8
MD,CharlesCounty,1,1,1,1,10887,8185,49.2,8.4,31.3,33.5,26.8
MD,DorchesterCounty,6,5,6,5,12504,3120,71.5,17.6,38,25.1,19.3
MD,FrederickCounty,1,1,1,1,25893,11422,57.4,8.3,24.7,28.2,38.8
MD,GarrettCounty,6,7,6,7,7543,3321,64,12.9,43.2,25.4,18.4
MD,HarfordCounty,1,1,1,1,26625,17262,46.8,7.1,28.4,31.1,33.4
MD,HowardCounty,1,1,1,1,12705,9416,39.1,4.8,14.5,20.4,60.4
MD,KentCounty,6,4,6,4,5609,1692,62.8,13.4,34.3,24.3,28
MD,MontgomeryCounty,1,1,1,1,58050,82533,20.5,8.7,14.2,19.7,57.4
MD,PrinceGeorge'sCounty,1,1,1,1,105106,117759,32.9,14.4,26.6,28.6,30.4
MD,QueenAnne'sCounty,1,1,1,1,7113,2176,66.7,8.2,29.8,27.8,34.1
MD,St.Mary'sCounty,4,3,3,2,9335,7097,45.9,9,31.9,29.3,29.8
MD,SomersetCounty,3,2,2,2,8470,1491,78.5,21,42.1,21.8,15.1
MD,TalbotCounty,6,3,6,3,8703,2737,60.8,11.7,28.4,26.5,33.4
MD,WashingtonCounty,3,2,2,2,31138,18550,54.1,13.9,37.6,28.6,19.9
MD,WicomicoCounty,3,2,2,2,18079,7361,59.1,13,32.5,26.8,27.7
MD,WorcesterCounty,4,5,2,2,9501,2747,67.7,10.7,33.3,27.8,28.2
MD,Baltimorecity,1,1,1,1,326205,104371,65.7,19.1,29.7,23.5,27.7
MA,Massachusetts,,,,,1305345,1096249,41.5,10.5,25.6,24,40
MA,BarnstableCounty,3,2,3,2,16257,22522,28.2,5,25.1,30,39.9
MA,BerkshireCounty,3,2,3,2,37687,29237,44.8,9.4,32.1,27.2,31.3
MA,BristolCounty,1,1,1,1,156422,63456,61.9,17.8,30.3,26.4,25.6
MA,DukesCounty,7,12,7,8,1270,1484,33,6.6,24,28.2,41.2
MA,EssexCounty,1,1,1,1,146721,131090,40.6,10.8,26.2,25.8,37.2
MA,FranklinCounty,2,2,4,5,13919,12737,41.1,8.1,27.6,29.9,34.4
MA,HampdenCounty,2,2,2,2,117875,88605,46.6,15.9,30.6,28.1,25.4
MA,HampshireCounty,2,2,2,2,26530,18285,43.3,6.4,24.9,25.5,43.2
MA,MiddlesexCounty,1,1,1,1,266997,273003,35,7.9,21.4,19.5,51.3
MA,NantucketCounty,7,11,7,11,764,943,33.7,5.7,22.8,25.8,45.7
MA,NorfolkCounty,1,1,1,1,93892,132128,28.2,6.3,21.5,22.3,49.9
MA,PlymouthCounty,1,1,1,1,65403,68632,37,7.9,29.3,28.8,34
MA,SuffolkCounty,1,1,1,1,189536,141562,46.7,16,24,19.1,41
MA,WorcesterCounty,2,2,2,2,172072,112565,48.6,10.4,28.7,26.7,34.1
MI,Michigan,,,,,2170415,1546679,47.2,10.7,30.2,32.7,26.4
MI,AlconaCounty,9,10,9,10,2626,1103,60.8,12.5,38.8,35.2,13.5
MI,AlgerCounty,9,9,7,10,2538,1675,53.9,10.8,45.9,26.3,17.1
MI,AlleganCounty,4,5,4,5,18225,10978,53.7,10,38.9,30.3,20.8
MI,AlpenaCounty,7,8,7,8,7686,5108,50.2,11.1,34.5,38.4,16.1
MI,AntrimCounty,9,10,9,10,3469,2296,49.7,9.2,33.5,32.4,24.9
MI,ArenacCounty,8,7,8,7,3693,1643,61.3,15.1,43.2,30.1,11.5
MI,BaragaCounty,9,10,9,10,2480,1314,57.3,19.8,42.5,25.2,12.5
MI,BarryCounty,2,2,2,2,9303,8014,45.6,8.6,37.6,35.3,18.5
MI,BayCounty,3,2,3,2,30885,19387,52.2,11,35.5,34.9,18.6
MI,BenzieCounty,9,8,9,8,2317,1662,46.8,9.2,34.3,31.6,24.8
MI,BerrienCounty,3,2,3,2,41668,28263,47.9,11.7,31.5,32,24.8
MI,BranchCounty,6,5,6,5,10334,7386,50.8,13,41.5,32.4,13.1
MI,CalhounCounty,3,2,3,2,35671,27129,46.8,10.8,34.7,34.9,19.6
MI,CassCounty,2,2,2,2,11752,8379,50.3,12.1,36.9,34,16.9
MI,CharlevoixCounty,7,11,7,11,4131,3118,47,8.7,31.6,32.6,27.1
MI,CheboyganCounty,7,11,7,11,4430,2993,50.6,11.6,40.1,31.5,16.8
MI,ChippewaCounty,5,8,7,8,7186,5864,45.9,10.6,38.1,31.9,19.4
MI,ClareCounty,7,9,6,6,5330,2937,56.7,16,40.2,33.3,10.5
MI,ClintonCounty,2,2,2,2,10559,9503,44.7,6.6,28,36.7,28.7
MI,CrawfordCounty,7,12,7,12,1655,1305,48.3,14.2,36,34.1,15.8
MI,DeltaCounty,5,8,5,8,9670,6756,50.6,8.8,36.7,36.5,18
MI,DickinsonCounty,5,8,7,8,7066,4962,50,6.9,40.7,31,21.4
MI,EatonCounty,2,2,2,2,13095,13991,38.1,6.8,29.9,39.1,24.2
MI,EmmetCounty,7,11,7,11,4200,3534,42.9,5.8,27.1,33.8,33.3
MI,GeneseeCounty,2,2,2,2,104183,77443,47.7,11,33.1,36.8,19.2
MI,GladwinCounty,6,6,6,6,4378,2303,58.5,15.5,40.2,31.9,12.5
MI,GogebicCounty,7,11,7,11,6355,4666,50.3,7.7,39.2,35.6,17.6
MI,GrandTraverseCounty,5,8,5,8,8599,7459,40.5,6.6,27.8,34.8,30.8
MI,GratiotCounty,6,5,6,5,9048,7199,45.9,11.2,41.7,33.2,13.8
MI,HillsdaleCounty,6,6,6,5,8499,7829,43.4,12.7,40.9,30.8,15.6
MI,HoughtonCounty,5,8,5,8,10201,5073,54.7,8.5,34.6,27.4,29.6
MI,HuronCounty,7,11,7,11,10697,5588,58.2,12.5,44.3,29.1,14.1
MI,InghamCounty,2,2,2,2,41554,40559,35,8.7,21.2,33.6,36.5
MI,IoniaCounty,2,2,4,5,10716,8578,47.5,11.7,38.9,35.3,14.2
MI,IoscoCounty,7,11,7,11,5279,4849,42.4,12.9,39.7,32.9,14.5
MI,IronCounty,7,10,7,9,4605,3185,51.7,9,43.1,28,19.9
MI,IsabellaCounty,5,8,4,5,8027,5382,45.9,9.5,32.5,31.8,26.1
MI,JacksonCounty,3,2,3,2,36525,26457,47.8,10.3,34.6,36.1,19
MI,KalamazooCounty,2,2,2,2,38850,33595,39.3,7.3,23.9,34.3,34.4
MI,KalkaskaCounty,7,8,7,8,1663,910,56.7,13.8,42.7,30.5,13
MI,KentCounty,2,2,2,2,94415,69160,45,10.7,26,30.7,32.6
MI,KeweenawCounty,9,8,9,8,979,380,67,7.7,32.7,35,24.6
MI,LakeCounty,8,7,9,10,2146,811,64,17.7,42.2,30.8,9.2
MI,LapeerCounty,1,1,1,1,12507,9956,48.1,9.4,38.2,35.6,16.8
MI,LeelanauCounty,9,8,9,8,2751,1969,46.2,5.5,23.5,31.5,39.5
MI,LenaweeCounty,4,5,4,5,19427,16055,45.9,10.1,36.9,33.3,19.7
MI,LivingstonCounty,1,1,1,1,12827,11559,42.9,5.2,26.4,35.4,33
MI,LuceCounty,7,9,7,10,2330,1086,57.7,14,42.3,31.3,12.4
MI,MackinacCounty,7,9,7,10,2816,1650,54.1,12.8,38,31.3,17.9
MI,MacombCounty,1,1,1,1,136392,122138,44.1,11.5,30.8,34.6,23.1
MI,ManisteeCounty,7,9,7,9,5726,3948,50.4,10.5,36.7,33.4,19.4
MI,MarquetteCounty,5,8,5,8,12753,12135,41,5.8,32.9,32.5,28.8
MI,MasonCounty,7,11,7,8,6094,4619,47.5,9.3,34.4,36.2,20.1
MI,MecostaCounty,6,5,6,5,5304,3846,44.6,10.4,35.1,32.4,22.2
MI,MenomineeCounty,7,8,7,8,7059,4901,52,9.3,42.3,32.9,15.5
MI,MidlandCounty,4,5,3,2,10175,10352,33,7.2,28.5,32.4,32
MI,MissaukeeCounty,9,8,9,8,2378,1172,61.2,13.1,43.5,30,13.3
MI,MonroeCounty,3,2,3,2,32107,20112,54.2,10.3,35.7,35.6,18.5
MI,MontcalmCounty,6,6,2,2,10703,7214,50.6,12.9,39.1,34.6,13.4
MI,MontmorencyCounty,9,10,9,10,1782,1009,57.3,13.9,40.8,35,10.3
MI,MuskegonCounty,3,2,3,2,42848,24664,53.5,11.6,34.9,35.8,17.6
MI,NewaygoCounty,2,2,6,6,8165,4673,55,14,41.3,31.7,13
MI,OaklandCounty,1,1,1,1,170772,163708,36.1,7,20.5,28.9,43.7
MI,OceanaCounty,8,7,6,7,4881,3172,51.2,15.2,35.4,33.3,16.1
MI,OgemawCounty,9,11,9,11,3942,2104,57.8,14.9,41.6,31.8,11.6
MI,OntonagonCounty,9,10,9,10,2903,2046,50.3,10.3,40.1,33.9,15.8
MI,OsceolaCounty,7,10,9,10,4225,2508,53.5,12.7,44.5,30,12.9
MI,OscodaCounty,9,12,9,12,1586,924,55.6,17.2,41.7,31.2,9.8
MI,OtsegoCounty,7,11,7,11,2377,1998,44,8.2,37.2,34.1,20.5
MI,OttawaCounty,3,2,2,2,30905,20309,49.5,8.8,29.6,31.1,30.5
MI,PresqueIsleCounty,7,9,7,9,4152,1833,60.4,12.7,40.1,30.8,16.4
MI,RoscommonCounty,7,11,7,11,3358,2094,53.4,14,39.5,33.2,13.3
MI,SaginawCounty,3,2,3,2,53931,38421,49.4,12.1,34.3,33.4,20.1
MI,St.ClairCounty,1,1,1,1,30526,22114,48.6,10.7,35.7,36.3,17.3
MI,St.JosephCounty,4,5,4,5,11964,9751,46.2,15.3,38.6,31.1,15
MI,SanilacCounty,6,4,6,4,9918,6602,53.4,12,46.6,29.8,11.6
MI,SchoolcraftCounty,7,9,7,9,2646,1456,57.5,11.7,47.3,27.1,13.9
MI,ShiawasseeCounty,4,5,4,3,14786,12224,46.8,8.9,37.8,38.2,15.1
MI,TuscolaCounty,6,6,6,4,13060,8495,53,11.8,41.2,33.4,13.5
MI,VanBurenCounty,2,2,2,2,15919,9480,53.1,13.5,34.9,33.3,18.4
MI,WashtenawCounty,2,2,2,2,34656,28884,32.5,5.7,15.9,26.6,51.8
MI,WayneCounty,1,1,1,1,757705,451162,52.5,15.6,30.3,32.4,21.6
MI,WexfordCounty,7,8,7,8,5371,3610,50,11.2,39.4,32.6,16.7
MN,Minnesota,,,,,844065,687242,42.4,7.7,26.4,32.7,33.2
MN,AitkinCounty,8,7,8,4,4212,1831,60.3,9.6,40.8,34.9,14.8
MN,AnokaCounty,1,1,1,1,24025,30625,34.9,6.6,28.8,37.3,27.3
MN,BeckerCounty,6,6,6,6,7618,3400,57.7,9.5,33.1,35.8,21.6
MN,BeltramiCounty,7,8,7,8,6052,3354,49.4,9.9,26.9,36.4,26.7
MN,BentonCounty,3,2,3,2,4896,3271,49.6,8.4,32.9,38.4,20.3
MN,BigStoneCounty,9,12,9,12,2381,1392,51.7,10.3,42.6,28.8,18.3
MN,BlueEarthCounty,5,8,3,2,9660,7640,40.1,5.8,29,34.8,30.4
MN,BrownCounty,7,8,6,5,8508,4740,55,9.2,38.9,30.3,21.5
MN,CarltonCounty,2,2,2,2,7467,5417,49.7,6.8,36.5,34.4,22.3
MN,CarverCounty,1,1,1,1,7052,4899,48.9,4.5,21.2,29.2,45
MN,CassCounty,9,8,9,8,6004,2865,57.9,8.8,36.2,35.4,19.6
MN,ChippewaCounty,7,9,7,9,4361,2798,49.8,11.7,34.2,36.5,17.6
MN,ChisagoCounty,1,1,1,1,4752,3281,49.3,6.3,34.3,37.9,21.5
MN,ClayCounty,3,2,3,2,7965,7760,37.4,6.1,28.8,34.6,30.5
MN,ClearwaterCounty,8,7,8,7,3197,836,68.8,14.2,38.5,33.2,14.2
MN,CookCounty,9,12,9,12,846,824,42.1,4.8,24.5,30,40.6
MN,CottonwoodCounty,7,9,7,9,4515,2677,52.2,11.4,36.7,34.9,17
MN,CrowWingCounty,5,8,4,3,9823,6160,50.5,7.4,31.1,38.5,23
MN,DakotaCounty,1,1,1,1,21236,26341,32,5.2,22.1,33.2,39.5
MN,DodgeCounty,3,2,3,2,3376,2536,47.6,6.5,32.9,36.6,24.1
MN,DouglasCounty,7,8,6,5,6717,4060,52.3,6.5,30.5,38.8,24.2
MN,FaribaultCounty,7,9,6,6,5923,4165,49.1,10,40.2,32.8,17
MN,FillmoreCounty,8,6,3,2,6613,4039,51.8,9.8,36.1,35.4,18.7
MN,FreebornCounty,7,8,7,8,10105,7204,48.8,12.2,36.7,35.8,15.3
MN,GoodhueCounty,4,3,4,3,9234,6595,47.4,7.8,32.8,35.9,23.5
MN,GrantCounty,9,10,9,10,2534,1379,55.2,8.3,34.1,39.4,18.3
MN,HennepinCounty,1,1,1,1,163079,185425,32.1,7.3,18.2,28.1,46.4
MN,HoustonCounty,3,2,3,2,4898,2884,52.8,8,34.8,35.2,22
MN,HubbardCounty,7,9,7,9,3370,1780,53.8,7.8,31.6,36.3,24.3
MN,IsantiCounty,1,1,1,1,4945,2569,56.6,8.3,38.8,35.7,17.1
MN,ItascaCounty,6,6,6,6,9641,6056,50.3,7.5,33.7,37.1,21.7
MN,JacksonCounty,7,9,7,9,4196,2746,51.8,8.5,35.2,37.8,18.6
MN,KanabecCounty,6,4,6,4,2983,1769,54.6,12.9,39.9,33.8,13.4
MN,KandiyohiCounty,4,5,4,5,8757,5316,51.2,11.4,29.6,37.1,21.9
MN,KittsonCounty,9,12,9,12,2312,1061,56.9,9.9,34.4,34.4,21.2
MN,KoochichingCounty,7,11,6,6,4785,3168,53.1,10.9,36.6,34.1,18.4
MN,LacquiParleCounty,9,12,9,12,3705,1948,55.3,8.3,38.9,34.2,18.6
MN,LakeCounty,6,6,6,6,2881,2856,41.9,5.7,35.8,35.3,23.2
MN,LakeoftheWoodsCounty,9,12,9,12,1135,663,51.5,8.5,43.4,31.9,16.2
MN,LeSueurCounty,6,4,1,1,6158,3435,53.4,9.7,34.6,34.1,21.6
MN,LincolnCounty,9,10,9,10,2852,1414,59.5,8.3,41,31.1,19.6
MN,LyonCounty,7,8,7,8,6167,3896,50.5,7.6,34.7,30.5,27.2
MN,McLeodCounty,6,3,6,3,8329,4802,54.4,8.6,36.3,36.2,18.9
MN,MahnomenCounty,8,7,8,7,1836,751,62,16,37.4,33.6,13
MN,MarshallCounty,8,7,8,7,4547,1691,62.4,11.4,38.7,32,17.9
MN,MartinCounty,7,8,7,11,6790,4945,48.2,11.7,38,32.4,17.9
MN,MeekerCounty,6,4,6,4,6022,3157,56.7,8.9,39,34,18
MN,MilleLacsCounty,6,4,1,1,5012,2653,56.4,11.6,36.5,36.6,15.3
MN,MorrisonCounty,6,6,6,4,8560,3390,62.3,10.8,39.1,33.7,16.4
MN,MowerCounty,4,5,4,5,10134,9104,42.8,12.6,32.9,36.5,17.9
MN,MurrayCounty,9,10,9,10,3846,2113,56.4,10.4,37.8,34.5,17.2
MN,NicolletCounty,5,8,3,2,5240,4000,44,6.5,26.8,34.4,32.3
MN,NoblesCounty,7,8,7,8,6603,3801,53,21,33.6,31.1,14.4
MN,NormanCounty,8,7,8,7,3739,1605,61.1,11.3,39.3,34.7,14.7
MN,OlmstedCounty,3,2,3,2,12722,15312,29.8,6,21.6,32.2,40.2
MN,OtterTailCounty,6,5,6,5,15572,7313,57.4,9.3,31,36.1,23.6
MN,PenningtonCounty,6,6,6,6,3845,2096,53.6,9.9,33.5,40,16.6
MN,PineCounty,6,4,6,4,5737,2822,58.8,11.4,43.1,32.9,12.6
MN,PipestoneCounty,6,6,6,6,4119,1858,58.2,14.5,34.9,32.6,18
MN,PolkCounty,3,2,3,2,10380,5372,54.8,10.4,31.3,37,21.3
